,assignee_id,assignee_organization,assignee_type,assignee_lastknown_country,assignee_total_num_patents,assignee_total_num_inventors,nb_marked_patents,proportion_marked_patents,A,B,C,D,E,F,G,H,proportion_multi_ipc,proportion_A_ipc,proportion_B_ipc,proportion_C_ipc,proportion_D_ipc,proportion_E_ipc,proportion_F_ipc,proportion_G_ipc,proportion_H_ipc
23,2d581cc5-9324-4ca6-ad31-b5c6499c6868,Munters Corporation,2,US,34,60,5,0.14705882352941177,1,12,0,0,1,25,1,5,0.2647058823529412,0.022222222222222223,0.26666666666666666,0.0,0.0,0.022222222222222223,0.5555555555555556,0.022222222222222223,0.1111111111111111
24,2df34f6c-f453-49a2-91d4-54fb3df9e718,I-STAT Corporation,2,US,10,34,6,0.6,1,0,6,0,0,0,4,1,0.2,0.08333333333333333,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.08333333333333333
26,3860ed0c-8e84-4bed-ba0b-9d7a57d3a6b9,FOAMEX L.P.,2,US,34,38,10,0.29411764705882354,2,17,13,2,0,0,0,1,0.029411764705882353,0.05714285714285714,0.4857142857142857,0.37142857142857144,0.05714285714285714,0.0,0.0,0.0,0.02857142857142857
27,3a0b1bd3-8027-4087-bbce-4c1d06bf3ef3,DATASCOPE CORP.,2,US,48,99,14,0.2916666666666667,43,0,1,0,0,1,3,0,0.0,0.8958333333333334,0.0,0.020833333333333332,0.0,0.0,0.020833333333333332,0.0625,0.0
28,3e30f779-123c-4fc0-a301-68d789f06db4,SCHNEIDER GMBH & CO. KG,3,DE,126,181,10,0.07936507936507936,70,49,2,0,0,2,14,2,0.07936507936507936,0.5035971223021583,0.35251798561151076,0.014388489208633094,0.0,0.0,0.014388489208633094,0.10071942446043165,0.014388489208633094
29,425cd741-4844-49f0-a1fa-546107d327f9,Gen-Probe Incorporated,2,US,470,288,37,0.07872340425531915,9,97,353,0,0,4,135,1,0.19574468085106383,0.015025041736227046,0.16193656093489148,0.5893155258764607,0.0,0.0,0.00667779632721202,0.22537562604340566,0.001669449081803005
30,4280df71-cbc3-428b-88d6-23af133d644d,"1149336 Ontario, Inc.",3,CA,19,7,0,0.0,19,0,2,0,0,0,5,0,0.2631578947368421,0.7307692307692307,0.0,0.07692307692307693,0.0,0.0,0.0,0.19230769230769232,0.0
31,42ba18a5-d1b0-417e-83d7-5837e3de6ace,Janssen Pharmaceutica NV,3,BE,1517,1577,0,0.0,1115,6,1293,0,0,0,62,3,0.6235992089650626,0.4497781363453005,0.0024203307785397336,0.5215812827753126,0.0,0.0,0.0,0.02501008471157725,0.0012101653892698668
32,46178a40-9455-43b5-ba2a-79ee616a48d2,UTAH MEDICAL PRODUCTS INC.,2,US,7,26,3,0.42857142857142855,7,1,0,0,0,0,0,0,0.14285714285714285,0.875,0.125,0.0,0.0,0.0,0.0,0.0,0.0
34,4a0aa585-2524-4047-93c4-334ba7c65514,Creative Nail Design Inc.,2,US,13,19,9,0.6923076923076923,13,0,7,0,0,2,0,0,0.6923076923076923,0.5909090909090909,0.0,0.3181818181818182,0.0,0.0,0.09090909090909091,0.0,0.0
36,4d5ff864-66c4-4d79-a080-e318117cb326,Mitel Corporation,3,CA,82,263,0,0.0,1,0,0,0,0,0,22,62,0.036585365853658534,0.011764705882352941,0.0,0.0,0.0,0.0,0.0,0.25882352941176473,0.7294117647058823
37,5330279e-a21e-438c-80d1-7e6ae793c092,"KISSEI PHARMACEUTICAL CO., LTD.",3,JP,125,190,0,0.0,106,0,90,0,0,0,0,0,0.568,0.5408163265306123,0.0,0.45918367346938777,0.0,0.0,0.0,0.0,0.0
39,5a5c2a76-de50-44d1-8c54-82e4c8fd253c,"Lucent Medical Systems, Inc.",2,US,6159,7321,5,0.0008118201006656925,35,184,99,2,20,51,2110,3949,0.046273745737944474,0.005426356589147287,0.028527131782945737,0.015348837209302326,0.000310077519379845,0.0031007751937984496,0.007906976744186046,0.3271317829457364,0.6122480620155039
40,614585b3-ae9b-4662-8d5d-acb52b19cffd,NORTH CAROLINA STATE UNIVERSITY,2,US,1478,2562,8,0.005412719891745603,574,163,746,47,7,9,311,253,0.3572395128552097,0.2720379146919431,0.07725118483412323,0.35355450236966823,0.02227488151658768,0.0033175355450236967,0.0042654028436018955,0.14739336492890995,0.11990521327014218
41,61d70774-275a-4151-8f4f-e33682efd989,Transonic Systems Inc.,2,US,33,20,8,0.24242424242424243,28,0,0,0,0,1,9,0,0.15151515151515152,0.7368421052631579,0.0,0.0,0.0,0.0,0.02631578947368421,0.23684210526315788,0.0
42,6cbd7aee-d494-4a50-8884-ab4dc2c763de,"ELECTRONICS FOR IMAGING, INC.",2,US,349,229,56,0.16045845272206305,0,111,28,1,1,0,207,73,0.18911174785100288,0.0,0.26365795724465557,0.0665083135391924,0.0023752969121140144,0.0023752969121140144,0.0,0.4916864608076009,0.17339667458432304
45,75e5355d-37bc-47b3-84b1-755a0afbe59f,Richard Hirschmann GmbH,3,AT,6,32,0,0.0,0,1,0,0,0,1,0,5,0.16666666666666666,0.0,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.7142857142857143
46,76c6c844-7fb2-4fd9-8004-5476e1ce88fe,"Charles E. Hill & Associates, Inc.",2,US,15,4,1,0.06666666666666667,0,2,2,0,1,0,10,0,0.0,0.0,0.13333333333333333,0.13333333333333333,0.0,0.06666666666666667,0.0,0.6666666666666666,0.0
47,78af7383-460c-44a1-9f4e-51fdb611b6f3,Pharmacia & Upjohn Company LLC,2,US,467,1382,0,0.0,269,8,255,0,0,1,33,0,0.20342612419700215,0.4752650176678445,0.014134275618374558,0.450530035335689,0.0,0.0,0.0017667844522968198,0.05830388692579505,0.0
48,8287d724-9e9e-4ef6-a978-afc03a5f79ee,Engelhard Corporation,2,US,265,523,48,0.1811320754716981,18,128,100,0,0,36,11,6,0.09433962264150944,0.06020066889632107,0.4280936454849498,0.33444816053511706,0.0,0.0,0.12040133779264214,0.03678929765886288,0.020066889632107024
50,8ecdee7a-9197-4d8f-b317-3e1900ebfa15,Advanced Materials Technology,2,US,534,458,64,0.1198501872659176,6,156,198,0,0,36,101,147,0.16292134831460675,0.009316770186335404,0.2422360248447205,0.30745341614906835,0.0,0.0,0.055900621118012424,0.15683229813664595,0.22826086956521738
51,902f454b-75ad-44dc-9130-d935a05038e3,Institut National de la Santé et de la Recherche Médicale (INSERM),3,FR,498,2053,0,0.0,345,9,339,0,0,0,108,2,0.5321285140562249,0.42963885429638854,0.0112079701120797,0.42216687422166876,0.0,0.0,0.0,0.13449564134495642,0.0024906600249066002
52,996d1179-2d0d-4a05-ac9f-32c3eb34fb69,"Hunter Industries, Inc.",2,US,368,252,112,0.3070652173913043,47,110,2,1,2,47,206,47,0.20380434782608695,0.10173160173160173,0.23809523809523808,0.004329004329004329,0.0021645021645021645,0.004329004329004329,0.10173160173160173,0.4458874458874459,0.10173160173160173
53,9a3afa40-66e5-4921-b831-64287f2052e0,Novo Nordisk A\/S,3,US,981,1609,53,0.05402650356778797,733,33,484,12,0,6,63,6,0.3506625891946993,0.5482423335826477,0.02468212415856395,0.36200448765893795,0.008975317875841436,0.0,0.004487658937920718,0.04712041884816754,0.004487658937920718
54,9b151b06-9c12-4260-bb4e-87440d939bb1,AT&T Bell Laboratories,2,CN,27,3693,0,0.0,20,6,0,0,0,2,5,3,0.18518518518518517,0.5555555555555556,0.16666666666666666,0.0,0.0,0.0,0.05555555555555555,0.1388888888888889,0.08333333333333333
55,9b30d6b4-5b41-428d-a87e-a44df8ff18fe,"Cornell Research Foundation, Inc.",2,US,822,1664,3,0.0036496350364963502,266,56,422,4,1,5,174,95,0.21776155717761558,0.260019550342131,0.05474095796676442,0.4125122189638319,0.0039100684261974585,0.0009775171065493646,0.004887585532746823,0.17008797653958943,0.09286412512218964
56,9c914ee4-5b46-43fb-8fbe-48668f526d2a,ATRIUM MEDICAL CORPORATION,2,US,96,78,31,0.3229166666666667,83,15,4,0,1,2,1,0,0.10416666666666667,0.7830188679245284,0.14150943396226415,0.03773584905660377,0.0,0.009433962264150943,0.018867924528301886,0.009433962264150943,0.0
57,9cea700a-2f0d-4755-a5c8-32b49f1f3135,THE PERRY COMPANY,2,US,23,34,11,0.4782608695652174,1,18,4,0,1,1,3,0,0.21739130434782608,0.03571428571428571,0.6428571428571429,0.14285714285714285,0.0,0.03571428571428571,0.03571428571428571,0.10714285714285714,0.0
60,a467fec6-886c-490f-82cd-6b90563b55be,"Spacelabs Medical, Inc.",2,US,7,88,1,0.14285714285714285,3,0,0,0,0,0,0,4,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714
64,a924e85d-814e-4015-8659-90bb84360392,Norand Corporation,2,US,6,83,2,0.3333333333333333,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
66,aefead8b-f669-48a7-8160-11150e8fdbca,"Andrew Technologies, LLC",2,US,587,517,52,0.08858603066439523,3,16,0,0,1,15,70,506,0.04088586030664395,0.004909983633387889,0.02618657937806874,0.0,0.0,0.0016366612111292963,0.024549918166939442,0.11456628477905073,0.8281505728314239
68,ba1a7d7a-6394-4f59-a009-18b32248fa74,"Marathon Systems, Inc.",2,US,25,90,7,0.28,0,9,1,0,0,0,15,2,0.08,0.0,0.3333333333333333,0.037037037037037035,0.0,0.0,0.0,0.5555555555555556,0.07407407407407407
69,bbd2207d-150b-4c60-b6f1-1cf493f9a825,Warner-Lambert Company LLC,2,US,553,1688,7,0.012658227848101266,347,43,289,0,0,0,7,0,0.24050632911392406,0.5058309037900874,0.06268221574344024,0.42128279883381925,0.0,0.0,0.0,0.01020408163265306,0.0
71,c4ac7cfd-df01-4077-a80a-ce75f6a268bb,ADVANCED MEDICAL SOLUTIONS LIMITED,3,GB,275,553,0,0.0,83,53,49,1,7,21,85,22,0.14909090909090908,0.2585669781931464,0.16510903426791276,0.1526479750778816,0.003115264797507788,0.021806853582554516,0.06542056074766354,0.26479750778816197,0.06853582554517133
72,c5991c13-bc9e-417a-bc3c-77b4ad064ca3,Boehringer Mannheim GmbH,3,DE,28,1226,0,0.0,11,1,15,0,0,1,13,0,0.35714285714285715,0.2682926829268293,0.024390243902439025,0.36585365853658536,0.0,0.0,0.024390243902439025,0.3170731707317073,0.0
74,c7aa90ce-7b9e-4930-9241-be9410544d93,"INTUITIVE SURGICAL, INC.",2,US,113,87,45,0.39823008849557523,79,12,0,0,0,0,26,6,0.07079646017699115,0.6422764227642277,0.0975609756097561,0.0,0.0,0.0,0.0,0.21138211382113822,0.04878048780487805
75,c7d21d98-3386-4d1a-b225-63a4c49dfbb6,Thermo Finnigan LLC,2,US,367,210,69,0.1880108991825613,1,100,9,0,0,3,90,290,0.3106267029972752,0.002028397565922921,0.2028397565922921,0.018255578093306288,0.0,0.0,0.006085192697768763,0.18255578093306288,0.5882352941176471
76,c884ef9c-782a-4965-9317-86ea5656ff65,"CK Industries, LLC",2,unknown,106,335,0,0.0,34,35,7,1,14,22,4,5,0.1509433962264151,0.2786885245901639,0.28688524590163933,0.05737704918032787,0.00819672131147541,0.11475409836065574,0.18032786885245902,0.03278688524590164,0.040983606557377046
77,caa2be79-3a64-44c0-95cd-94f3bb9de128,"Windings, Inc.",2,US,6,20,5,0.8333333333333334,0,6,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
78,cbc06cfb-edb8-4df9-bcd3-4a205a3d584f,"Actodyne General, Inc.",2,US,4,9,0,0.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
79,cd4fae3e-d2c9-41a6-a31a-53d8bbe313a6,Medical Graphics Corporation,2,US,5,30,0,0.0,3,0,0,0,0,0,2,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0
80,ce9b2f65-234e-40b1-95ad-f6ee0c89a5c8,INTERMEC IP CORPORATION,2,US,541,467,156,0.28835489833641403,2,49,0,0,4,1,355,205,0.1367837338262477,0.003246753246753247,0.07954545454545454,0.0,0.0,0.006493506493506494,0.0016233766233766235,0.5762987012987013,0.3327922077922078
81,d43b03b7-839c-4ea6-9e2d-b7a66a9b07ac,Cohesive Systems LLC,2,US,18,12,4,0.2222222222222222,4,14,0,0,0,0,4,0,0.2222222222222222,0.18181818181818182,0.6363636363636364,0.0,0.0,0.0,0.0,0.18181818181818182,0.0
82,d47164ea-ff9c-4b7f-b895-027344031189,"SAGE ELECTROCHROMICS, INC.",2,US,58,57,4,0.06896551724137931,0,14,12,0,13,0,48,18,0.5,0.0,0.13333333333333333,0.11428571428571428,0.0,0.12380952380952381,0.0,0.45714285714285713,0.17142857142857143
83,d9327852-5c59-4c68-9435-7b12c89fbff3,"Hand Held Products, Inc.",2,US,857,540,72,0.08401400233372229,20,28,0,0,0,6,782,274,0.28588098016336055,0.018018018018018018,0.025225225225225224,0.0,0.0,0.0,0.005405405405405406,0.7045045045045045,0.24684684684684685
84,dc3c7a48-f9d2-46ca-9dbe-ec28502d6e74,"Scimed Life Systems, Inc.",2,US,1488,1170,51,0.03494623655913978,1351,89,31,3,0,8,25,16,0.021505376344086023,0.8870650032829941,0.058437294812869335,0.020354563361785948,0.001969796454366382,0.0,0.005252790544977019,0.016414970453053186,0.010505581089954037
85,dc73969f-f12c-4957-ad3c-e28e93c64f3d,Regents of the University of Minnesota,2,US,1112,2342,0,0.0,463,118,415,10,9,28,298,185,0.3210431654676259,0.30340760157273916,0.07732634338138926,0.27195281782437747,0.00655307994757536,0.005897771952817824,0.01834862385321101,0.19528178243774574,0.12123197903014417
86,e5fc32c3-a913-455a-94ce-9932d30eefff,"Hill-Rom Services, Inc.",2,US,1101,780,313,0.28428701180744775,870,57,0,0,27,41,314,62,0.2025431425976385,0.6345733041575492,0.04157549234135667,0.0,0.0,0.019693654266958426,0.029905178701677606,0.22902990517870167,0.04522246535375638
87,e6d56ef1-9c05-4035-85e2-f10b5225c7d4,Avery Dennison Corporation,2,US,900,944,17,0.01888888888888889,63,498,156,13,7,22,310,81,0.21555555555555556,0.05478260869565217,0.4330434782608696,0.1356521739130435,0.011304347826086957,0.00608695652173913,0.019130434782608695,0.26956521739130435,0.07043478260869565
88,e899239c-3d2a-48a0-90b2-156806f8356e,BAYER AKTIENGESELLSCHAFT,3,DE,3077,8117,11,0.0035749106272343193,908,325,2099,30,3,28,224,39,0.18264543386415338,0.24835886214442013,0.08889496717724289,0.5741247264770241,0.008205689277899343,0.0008205689277899343,0.007658643326039387,0.061269146608315096,0.010667396061269147
89,ebbca3e0-2df5-4eeb-bc81-604eac1d41e7,AMGEN INC.,2,US,1238,1717,35,0.02827140549273021,833,12,999,0,0,7,73,1,0.5355411954765751,0.43272727272727274,0.006233766233766234,0.518961038961039,0.0,0.0,0.0036363636363636364,0.03792207792207792,0.0005194805194805195
91,ecb003f8-9899-424e-919c-b2682c95adf3,Entreprise T.R.A. (2011) Inc.,3,DE,16,28,5,0.3125,2,1,2,0,0,6,6,2,0.1875,0.10526315789473684,0.05263157894736842,0.10526315789473684,0.0,0.0,0.3157894736842105,0.3157894736842105,0.10526315789473684
94,f444fcad-328b-4269-98fa-6c5dd85672b0,Packaging Corporation of America,2,US,36,127,0,0.0,1,32,0,4,0,0,2,0,0.08333333333333333,0.02564102564102564,0.8205128205128205,0.0,0.10256410256410256,0.0,0.0,0.05128205128205128,0.0
95,f7152515-d420-42d9-a7b6-3a2796bc5d10,Yamaha Corporation,3,JP,3009,1883,0,0.0,94,86,19,2,13,28,2079,1130,0.13891658358258557,0.027238481599536367,0.024920312952767313,0.0055056505360765,0.0005795421616922632,0.0037670240509997104,0.008113590263691683,0.6024340770791075,0.32744132135612863
96,f8c3e4ad-3a12-4ef7-aa1a-a01f76d65bca,Linvatec Corporation,2,US,103,157,0,0.0,90,2,0,0,1,1,4,8,0.02912621359223301,0.8490566037735849,0.018867924528301886,0.0,0.0,0.009433962264150943,0.009433962264150943,0.03773584905660377,0.07547169811320754
97,f9cf41b1-d6f1-4df6-a7cd-42d97ee9552c,The United States of America as represented by the Secretary of the Army,6,US,3063,7701,0,0.0,460,423,550,70,58,686,891,633,0.19849820437479596,0.12198355873773535,0.11217183770883055,0.1458499071864227,0.01856271546009016,0.015380535666931849,0.18191461150888358,0.23627684964200477,0.16785998408910102
98,fa543ac8-5ee8-4999-b949-6c8a3dbae65d,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,2,US,9110,14990,14,0.0015367727771679472,3077,1034,3719,37,27,168,2744,1765,0.3193194291986828,0.24476970805822926,0.08225280407286611,0.29583963089650783,0.0029432821573462734,0.0021478004931986317,0.013364091957680376,0.2182801686421128,0.1404025137220587
101,00f2c5da-2541-4f2d-b86a-5f1973998b5e,"MINNESOTA MEDICAL DEVELOPMENT, INC.",2,US,91,5171,1,0.01098901098901099,16,24,10,4,0,6,31,6,0.054945054945054944,0.16494845360824742,0.24742268041237114,0.10309278350515463,0.041237113402061855,0.0,0.061855670103092786,0.31958762886597936,0.061855670103092786
102,019b9aba-95cd-43bf-a8a5-e700229fddac,DATAMAX-O'NEIL CORPORATION,2,US,121,86,30,0.24793388429752067,0,95,0,0,0,1,38,23,0.24793388429752067,0.0,0.6050955414012739,0.0,0.0,0.0,0.006369426751592357,0.24203821656050956,0.1464968152866242
104,05621156-45c5-47c3-8c76-c0c63bf3097f,"Health Hero Network, Inc.",2,US,126,14,6,0.047619047619047616,37,0,0,0,0,0,104,1,0.12698412698412698,0.2605633802816901,0.0,0.0,0.0,0.0,0.0,0.7323943661971831,0.007042253521126761
105,059476de-44c9-4837-866c-d14ec93e1418,ATOM MEDICAL CORPORATION,3,JP,55,48,12,0.21818181818181817,39,1,0,0,2,5,1,15,0.12727272727272726,0.6190476190476191,0.015873015873015872,0.0,0.0,0.031746031746031744,0.07936507936507936,0.015873015873015872,0.23809523809523808
108,11f5ed70-6f89-496b-972c-de63270affb0,"Gatekeeper Systems, Inc.",2,US,72,32,18,0.25,16,37,1,0,0,2,53,28,0.4722222222222222,0.11678832116788321,0.27007299270072993,0.0072992700729927005,0.0,0.0,0.014598540145985401,0.38686131386861317,0.20437956204379562
109,12bf762c-4255-4bdf-9409-adcc36345c8f,ALCON UNIVERSAL LTD.,2,CH,68,80,9,0.1323529411764706,54,1,15,0,0,1,0,0,0.04411764705882353,0.7605633802816901,0.014084507042253521,0.2112676056338028,0.0,0.0,0.014084507042253521,0.0,0.0
110,1497e878-752e-48e1-9716-a19e15832aff,Mead Products LLC,2,US,57,559,0,0.0,5,45,2,5,0,1,0,0,0.017543859649122806,0.08620689655172414,0.7758620689655172,0.034482758620689655,0.08620689655172414,0.0,0.017241379310344827,0.0,0.0
111,14f2dd48-6bbe-4eca-860f-0fab3d62e56a,Acumed LLC,2,US,81,57,5,0.06172839506172839,80,1,0,0,0,1,0,0,0.012345679012345678,0.975609756097561,0.012195121951219513,0.0,0.0,0.0,0.012195121951219513,0.0,0.0
115,23612d22-58ff-4b6d-9636-6d3b2844a27c,UNIVERSITY OF ROCHESTER,2,US,609,1024,4,0.006568144499178982,304,39,216,2,0,4,226,70,0.3366174055829228,0.3530778164924506,0.04529616724738676,0.2508710801393728,0.0023228803716608595,0.0,0.004645760743321719,0.26248548199767713,0.08130081300813008
117,23ce9bf7-6a48-438b-8cdd-d88ef3a991d3,Stratagene,2,US,39,47,0,0.0,0,0,37,0,0,0,1,1,0.0,0.0,0.0,0.9487179487179487,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564
118,2613f998-8dd2-42ff-986a-49be263d3586,"Kyorin Pharmaceutical Co., Ltd.",3,JP,118,242,1,0.00847457627118644,83,3,87,0,0,0,2,1,0.4745762711864407,0.4715909090909091,0.017045454545454544,0.4943181818181818,0.0,0.0,0.0,0.011363636363636364,0.005681818181818182
119,2de144ca-dd7f-457a-b3db-145b1189d9e6,"IDEXX Laboratories, Inc.",2,US,184,189,58,0.31521739130434784,65,13,71,0,0,1,106,0,0.31521739130434784,0.25390625,0.05078125,0.27734375,0.0,0.0,0.00390625,0.4140625,0.0
121,2f429723-786c-4514-93f7-fd1637d219e4,Support Systems International Industries,3,FR,4,19,0,0.0,4,0,0,0,0,0,1,0,0.25,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0
123,387ebb35-a3bc-484d-8d83-1d0de3599866,Hoffmann-La Roche Inc.,2,US,1615,2799,0,0.0,1049,33,1364,0,0,4,86,2,0.5554179566563467,0.41331757289204096,0.013002364066193853,0.5374310480693459,0.0,0.0,0.0015760441292356187,0.0338849487785658,0.0007880220646178094
124,389cad4c-94b6-4177-8448-f2f022267922,"Micro Motion, Inc.",2,US,289,230,66,0.22837370242214533,0,5,1,0,1,9,262,39,0.09342560553633218,0.0,0.015772870662460567,0.0031545741324921135,0.0,0.0031545741324921135,0.028391167192429023,0.8264984227129337,0.12302839116719243
125,3c84a25d-3a70-4de0-a4a7-66ab50e70aad,Musculoskeletal Transplant Foundation,2,US,67,85,22,0.3283582089552239,65,4,7,0,0,0,0,0,0.13432835820895522,0.8552631578947368,0.05263157894736842,0.09210526315789473,0.0,0.0,0.0,0.0,0.0
126,3d78b867-f237-4871-ba22-16c1cabbde47,Rayovac Corporation,2,US,34,169,0,0.0,0,6,0,0,0,0,0,28,0.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.8235294117647058
128,44e10dff-b715-48bf-8e48-1d70486b90df,"STAC IP, LLC",2,US,6,11,0,0.0,0,2,0,0,0,3,3,0,0.3333333333333333,0.0,0.25,0.0,0.0,0.0,0.375,0.375,0.0
129,45907423-155d-4c01-9491-30ee42ad05ab,"Wavefront Sciences, Inc.",2,US,17,13,6,0.35294117647058826,5,1,0,0,0,0,10,1,0.0,0.29411764705882354,0.058823529411764705,0.0,0.0,0.0,0.0,0.5882352941176471,0.058823529411764705
130,4858713d-ec15-4b60-b8f8-3d9f6bfd446b,"MEDTEK DEVICES, INC.",2,US,8,9,6,0.75,3,4,0,0,0,0,2,0,0.125,0.3333333333333333,0.4444444444444444,0.0,0.0,0.0,0.0,0.2222222222222222,0.0
131,50420938-f8b0-473e-a3cf-7cbeadf7f547,ELECTRONIC SYSTEMS S.p.A.,3,IT,2511,1936,0,0.0,4,62,23,0,3,6,932,1592,0.04261250497809638,0.0015255530129672007,0.02364607170099161,0.008771929824561403,0.0,0.0011441647597254005,0.002288329519450801,0.35545385202135776,0.6071700991609459
133,5718551a-fe57-489d-a94a-9286974683c0,TOSHIBA TEC KABUSHIKI KAISHA,3,JP,37952,21517,2,5.269814502529511e-05,1530,3136,860,42,27,626,19001,18590,0.14004532040472176,0.03492193919474117,0.07157856295078974,0.019629325299004838,0.000958641468090934,0.0006162695152013147,0.014288322833926777,0.4336939651237104,0.42431297361453485
134,59b51b1b-8ca4-4710-be53-08f38a752e10,"STONEAGE, INC.",2,US,48,14,25,0.5208333333333334,4,43,0,0,3,35,2,2,0.7083333333333334,0.0449438202247191,0.48314606741573035,0.0,0.0,0.033707865168539325,0.39325842696629215,0.02247191011235955,0.02247191011235955
135,5bbbc58c-5249-4db5-8188-76480883c35f,Emerson Electric Co.,2,US,916,1397,57,0.06331877729257641,83,191,5,7,29,268,196,340,0.18231441048034935,0.0741733690795353,0.17068811438784628,0.004468275245755138,0.006255585344057194,0.025915996425379804,0.23949955317247543,0.17515638963360142,0.30384271671134944
